,local_id,inf_day,new_infected_sim,Locality,new_infected_real,infect_sim_por_sigma
4601,13,480,113,Teusaquillo,58.0,56.5
4602,13,481,113,Teusaquillo,59.0,56.5
4603,13,482,114,Teusaquillo,72.0,57.0
4604,13,483,114,Teusaquillo,107.0,57.0
4605,13,484,120,Teusaquillo,71.0,60.0
4606,13,485,120,Teusaquillo,82.0,60.0
4607,13,486,123,Teusaquillo,57.0,61.5
4608,13,487,123,Teusaquillo,78.0,61.5
4927,14,427,25,Los Mártires,8.0,12.5
4928,14,428,26,Los Mártires,4.0,13.0
4929,14,429,26,Los Mártires,8.0,13.0
4930,14,430,27,Los Mártires,9.0,13.5
4931,14,431,28,Los Mártires,2.0,14.0
4932,14,432,28,Los Mártires,8.0,14.0
4933,14,433,30,Los Mártires,8.0,15.0
4934,14,434,30,Los Mártires,4.0,15.0
4935,14,435,32,Los Mártires,5.0,16.0
4936,14,436,32,Los Mártires,6.0,16.0
4937,14,437,34,Los Mártires,9.0,17.0
4938,14,438,34,Los Mártires,7.0,17.0
4939,14,439,36,Los Mártires,13.0,18.0
4940,14,440,37,Los Mártires,4.0,18.5
4941,14,441,38,Los Mártires,6.0,19.0
4942,14,442,39,Los Mártires,7.0,19.5
4943,14,443,40,Los Mártires,9.0,20.0
4944,14,444,41,Los Mártires,10.0,20.5
4945,14,445,43,Los Mártires,4.0,21.5
4946,14,446,43,Los Mártires,14.0,21.5
4947,14,447,45,Los Mártires,11.0,22.5
4948,14,448,47,Los Mártires,12.0,23.5
4949,14,449,49,Los Mártires,10.0,24.5
4950,14,450,51,Los Mártires,11.0,25.5
4951,14,451,53,Los Mártires,15.0,26.5
4952,14,452,54,Los Mártires,14.0,27.0
4953,14,453,56,Los Mártires,16.0,28.0
4954,14,454,58,Los Mártires,19.0,29.0
4955,14,455,60,Los Mártires,22.0,30.0
4956,14,456,60,Los Mártires,17.0,30.0
4957,14,457,62,Los Mártires,21.0,31.0
4958,14,458,64,Los Mártires,20.0,32.0
4959,14,459,65,Los Mártires,20.0,32.5
4960,14,460,67,Los Mártires,28.0,33.5
4961,14,461,69,Los Mártires,17.0,34.5
4962,14,462,71,Los Mártires,16.0,35.5
4963,14,463,65,Los Mártires,28.0,32.5
4964,14,464,66,Los Mártires,25.0,33.0
4965,14,465,67,Los Mártires,31.0,33.5
4966,14,466,68,Los Mártires,31.0,34.0
4967,14,467,69,Los Mártires,30.0,34.5
4968,14,468,69,Los Mártires,32.0,34.5
4969,14,469,71,Los Mártires,25.0,35.5
4970,14,470,73,Los Mártires,25.0,36.5
4971,14,471,73,Los Mártires,24.0,36.5
4972,14,472,75,Los Mártires,28.0,37.5
4973,14,473,75,Los Mártires,30.0,37.5
4974,14,474,77,Los Mártires,17.0,38.5
4975,14,475,77,Los Mártires,22.0,38.5
4976,14,476,78,Los Mártires,15.0,39.0
4977,14,477,76,Los Mártires,23.0,38.0
4978,14,478,77,Los Mártires,17.0,38.5
4979,14,479,77,Los Mártires,17.0,38.5
4980,14,480,78,Los Mártires,16.0,39.0
4981,14,481,78,Los Mártires,23.0,39.0
4982,14,482,79,Los Mártires,17.0,39.5
4983,14,483,79,Los Mártires,22.0,39.5
4984,14,484,84,Los Mártires,19.0,42.0
4985,14,485,84,Los Mártires,27.0,42.0
4986,14,486,84,Los Mártires,22.0,42.0
4987,14,487,86,Los Mártires,29.0,43.0
5306,15,427,28,Antonio Nariño,1.0,14.0
5307,15,428,28,Antonio Nariño,7.0,14.0
5308,15,429,29,Antonio Nariño,5.0,14.5
5309,15,430,29,Antonio Nariño,10.0,14.5
5310,15,431,31,Antonio Nariño,11.0,15.5
5311,15,432,31,Antonio Nariño,5.0,15.5
5312,15,433,32,Antonio Nariño,10.0,16.0
5313,15,434,33,Antonio Nariño,5.0,16.5
5314,15,435,35,Antonio Nariño,6.0,17.5
5315,15,436,36,Antonio Nariño,3.0,18.0
5316,15,437,37,Antonio Nariño,7.0,18.5
5317,15,438,38,Antonio Nariño,2.0,19.0
5318,15,439,39,Antonio Nariño,8.0,19.5
5319,15,440,41,Antonio Nariño,2.0,20.5
5320,15,441,42,Antonio Nariño,8.0,21.0
5321,15,442,43,Antonio Nariño,4.0,21.5
5322,15,443,45,Antonio Nariño,10.0,22.5
5323,15,444,46,Antonio Nariño,15.0,23.0
5324,15,445,47,Antonio Nariño,10.0,23.5
5325,15,446,49,Antonio Nariño,7.0,24.5
5326,15,447,50,Antonio Nariño,11.0,25.0
5327,15,448,52,Antonio Nariño,16.0,26.0
5328,15,449,55,Antonio Nariño,21.0,27.5
5329,15,450,56,Antonio Nariño,11.0,28.0
5330,15,451,59,Antonio Nariño,23.0,29.5
5331,15,452,60,Antonio Nariño,14.0,30.0
5332,15,453,62,Antonio Nariño,15.0,31.0
5333,15,454,64,Antonio Nariño,21.0,32.0
5334,15,455,66,Antonio Nariño,22.0,33.0
5335,15,456,66,Antonio Nariño,24.0,33.0
5336,15,457,68,Antonio Nariño,30.0,34.0
5337,15,458,70,Antonio Nariño,21.0,35.0
5338,15,459,72,Antonio Nariño,26.0,36.0
5339,15,460,74,Antonio Nariño,22.0,37.0
5340,15,461,76,Antonio Nariño,27.0,38.0
5341,15,462,78,Antonio Nariño,31.0,39.0
5342,15,463,71,Antonio Nariño,21.0,35.5
5343,15,464,73,Antonio Nariño,46.0,36.5
5344,15,465,74,Antonio Nariño,19.0,37.0
5345,15,466,75,Antonio Nariño,45.0,37.5
5346,15,467,76,Antonio Nariño,33.0,38.0
5347,15,468,77,Antonio Nariño,31.0,38.5
5348,15,469,78,Antonio Nariño,28.0,39.0
5349,15,470,80,Antonio Nariño,33.0,40.0
5350,15,471,81,Antonio Nariño,30.0,40.5
5351,15,472,82,Antonio Nariño,25.0,41.0
5352,15,473,83,Antonio Nariño,39.0,41.5
5353,15,474,84,Antonio Nariño,40.0,42.0
5354,15,475,85,Antonio Nariño,32.0,42.5
5355,15,476,87,Antonio Nariño,36.0,43.5
5356,15,477,84,Antonio Nariño,23.0,42.0
5357,15,478,85,Antonio Nariño,22.0,42.5
5358,15,479,85,Antonio Nariño,23.0,42.5
5359,15,480,85,Antonio Nariño,23.0,42.5
5360,15,481,87,Antonio Nariño,27.0,43.5
5361,15,482,87,Antonio Nariño,19.0,43.5
5362,15,483,87,Antonio Nariño,22.0,43.5
5363,15,484,92,Antonio Nariño,35.0,46.0
5364,15,485,92,Antonio Nariño,23.0,46.0
5365,15,486,94,Antonio Nariño,39.0,47.0
5366,15,487,95,Antonio Nariño,30.0,47.5
5685,16,427,67,Puente Aranda,19.0,33.5
5686,16,428,68,Puente Aranda,27.0,34.0
5687,16,429,70,Puente Aranda,18.0,35.0
5688,16,430,71,Puente Aranda,19.0,35.5
5689,16,431,72,Puente Aranda,27.0,36.0
5690,16,432,75,Puente Aranda,20.0,37.5
5691,16,433,77,Puente Aranda,30.0,38.5
5692,16,434,80,Puente Aranda,28.0,40.0
5693,16,435,84,Puente Aranda,47.0,42.0
5694,16,436,85,Puente Aranda,33.0,42.5
5695,16,437,88,Puente Aranda,41.0,44.0
5696,16,438,92,Puente Aranda,37.0,46.0
5697,16,439,95,Puente Aranda,40.0,47.5
5698,16,440,99,Puente Aranda,39.0,49.5
5699,16,441,101,Puente Aranda,26.0,50.5
5700,16,442,104,Puente Aranda,35.0,52.0
5701,16,443,107,Puente Aranda,39.0,53.5
5702,16,444,110,Puente Aranda,37.0,55.0
5703,16,445,115,Puente Aranda,40.0,57.5
5704,16,446,117,Puente Aranda,64.0,58.5
5705,16,447,120,Puente Aranda,41.0,60.0
5706,16,448,124,Puente Aranda,46.0,62.0
5707,16,449,133,Puente Aranda,60.0,66.5
5708,16,450,136,Puente Aranda,43.0,68.0
5709,16,451,139,Puente Aranda,53.0,69.5
5710,16,452,144,Puente Aranda,49.0,72.0
5711,16,453,150,Puente Aranda,60.0,75.0
5712,16,454,154,Puente Aranda,68.0,77.0
5713,16,455,160,Puente Aranda,81.0,80.0
5714,16,456,160,Puente Aranda,81.0,80.0
5715,16,457,164,Puente Aranda,78.0,82.0
5716,16,458,169,Puente Aranda,80.0,84.5
5717,16,459,174,Puente Aranda,80.0,87.0
5718,16,460,178,Puente Aranda,100.0,89.0
5719,16,461,184,Puente Aranda,100.0,92.0
5720,16,462,188,Puente Aranda,114.0,94.0
5721,16,463,174,Puente Aranda,106.0,87.0
5722,16,464,178,Puente Aranda,124.0,89.0
5723,16,465,180,Puente Aranda,138.0,90.0
5724,16,466,181,Puente Aranda,124.0,90.5
5725,16,467,184,Puente Aranda,100.0,92.0
5726,16,468,186,Puente Aranda,116.0,93.0
5727,16,469,188,Puente Aranda,106.0,94.0
5728,16,470,193,Puente Aranda,121.0,96.5
5729,16,471,195,Puente Aranda,111.0,97.5
5730,16,472,197,Puente Aranda,107.0,98.5
5731,16,473,201,Puente Aranda,99.0,100.5
5732,16,474,203,Puente Aranda,105.0,101.5
5733,16,475,205,Puente Aranda,100.0,102.5
5734,16,476,208,Puente Aranda,102.0,104.0
5735,16,477,202,Puente Aranda,115.0,101.0
5736,16,478,205,Puente Aranda,107.0,102.5
5737,16,479,205,Puente Aranda,102.0,102.5
5738,16,480,208,Puente Aranda,115.0,104.0
5739,16,481,208,Puente Aranda,99.0,104.0
5740,16,482,209,Puente Aranda,103.0,104.5
5741,16,483,210,Puente Aranda,105.0,105.0
5742,16,484,223,Puente Aranda,102.0,111.5
5743,16,485,224,Puente Aranda,131.0,112.0
5744,16,486,226,Puente Aranda,121.0,113.0
5745,16,487,228,Puente Aranda,102.0,114.0
6064,17,427,7,La Candelaria,1.0,3.5
6065,17,428,7,La Candelaria,0.0,3.5
6066,17,429,7,La Candelaria,4.0,3.5
6067,17,430,8,La Candelaria,2.0,4.0
6068,17,431,8,La Candelaria,0.0,4.0
6069,17,432,8,La Candelaria,1.0,4.0
6070,17,433,8,La Candelaria,3.0,4.0
6071,17,434,9,La Candelaria,1.0,4.5
6072,17,435,9,La Candelaria,0.0,4.5
6073,17,436,9,La Candelaria,3.0,4.5
6074,17,437,10,La Candelaria,0.0,5.0
6075,17,438,10,La Candelaria,3.0,5.0
6076,17,439,10,La Candelaria,5.0,5.0
6077,17,440,10,La Candelaria,0.0,5.0
6078,17,441,11,La Candelaria,1.0,5.5
6079,17,442,11,La Candelaria,3.0,5.5
6080,17,443,11,La Candelaria,7.0,5.5
6081,17,444,12,La Candelaria,4.0,6.0
6082,17,445,12,La Candelaria,4.0,6.0
6083,17,446,13,La Candelaria,6.0,6.5
6084,17,447,13,La Candelaria,8.0,6.5
6085,17,448,13,La Candelaria,6.0,6.5
6086,17,449,14,La Candelaria,3.0,7.0
6087,17,450,15,La Candelaria,4.0,7.5
6088,17,451,15,La Candelaria,0.0,7.5
6089,17,452,16,La Candelaria,1.0,8.0
6090,17,453,16,La Candelaria,7.0,8.0
6091,17,454,17,La Candelaria,5.0,8.5
6092,17,455,17,La Candelaria,9.0,8.5
6093,17,456,17,La Candelaria,9.0,8.5
6094,17,457,18,La Candelaria,13.0,9.0
6095,17,458,18,La Candelaria,11.0,9.0
6096,17,459,19,La Candelaria,9.0,9.5
6097,17,460,19,La Candelaria,9.0,9.5
6098,17,461,20,La Candelaria,17.0,10.0
6099,17,462,20,La Candelaria,12.0,10.0
6100,17,463,19,La Candelaria,13.0,9.5
6101,17,464,19,La Candelaria,10.0,9.5
6102,17,465,19,La Candelaria,9.0,9.5
6103,17,466,19,La Candelaria,10.0,9.5
6104,17,467,20,La Candelaria,14.0,10.0
6105,17,468,20,La Candelaria,17.0,10.0
6106,17,469,20,La Candelaria,8.0,10.0
6107,17,470,21,La Candelaria,14.0,10.5
6108,17,471,21,La Candelaria,10.0,10.5
6109,17,472,21,La Candelaria,11.0,10.5
6110,17,473,22,La Candelaria,16.0,11.0
6111,17,474,22,La Candelaria,17.0,11.0
6112,17,475,22,La Candelaria,6.0,11.0
6113,17,476,22,La Candelaria,12.0,11.0
6114,17,477,22,La Candelaria,7.0,11.0
6115,17,478,22,La Candelaria,4.0,11.0
6116,17,479,22,La Candelaria,2.0,11.0
6117,17,480,22,La Candelaria,7.0,11.0
6118,17,481,22,La Candelaria,9.0,11.0
6119,17,482,22,La Candelaria,10.0,11.0
6120,17,483,23,La Candelaria,5.0,11.5
6121,17,484,24,La Candelaria,10.0,12.0
6122,17,485,24,La Candelaria,8.0,12.0
6123,17,486,24,La Candelaria,8.0,12.0
6124,17,487,24,La Candelaria,10.0,12.0
6443,18,427,99,Rafael Uribe Uribe,19.0,49.5
6444,18,428,103,Rafael Uribe Uribe,22.0,51.5
6445,18,429,105,Rafael Uribe Uribe,23.0,52.5
6446,18,430,105,Rafael Uribe Uribe,23.0,52.5
6447,18,431,109,Rafael Uribe Uribe,15.0,54.5
6448,18,432,113,Rafael Uribe Uribe,24.0,56.5
6449,18,433,115,Rafael Uribe Uribe,26.0,57.5
6450,18,434,119,Rafael Uribe Uribe,25.0,59.5
6451,18,435,124,Rafael Uribe Uribe,25.0,62.0
6452,18,436,128,Rafael Uribe Uribe,24.0,64.0
6453,18,437,132,Rafael Uribe Uribe,25.0,66.0
6454,18,438,136,Rafael Uribe Uribe,34.0,68.0
6455,18,439,141,Rafael Uribe Uribe,27.0,70.5
6456,18,440,145,Rafael Uribe Uribe,19.0,72.5
6457,18,441,150,Rafael Uribe Uribe,37.0,75.0
6458,18,442,154,Rafael Uribe Uribe,33.0,77.0
6459,18,443,159,Rafael Uribe Uribe,30.0,79.5
6460,18,444,165,Rafael Uribe Uribe,51.0,82.5
6461,18,445,169,Rafael Uribe Uribe,40.0,84.5
6462,18,446,174,Rafael Uribe Uribe,44.0,87.0
6463,18,447,180,Rafael Uribe Uribe,42.0,90.0
6464,18,448,185,Rafael Uribe Uribe,42.0,92.5
6465,18,449,196,Rafael Uribe Uribe,43.0,98.0
6466,18,450,201,Rafael Uribe Uribe,40.0,100.5
6467,18,451,208,Rafael Uribe Uribe,48.0,104.0
6468,18,452,215,Rafael Uribe Uribe,54.0,107.5
6469,18,453,223,Rafael Uribe Uribe,50.0,111.5
6470,18,454,231,Rafael Uribe Uribe,61.0,115.5
6471,18,455,237,Rafael Uribe Uribe,81.0,118.5
6472,18,456,237,Rafael Uribe Uribe,69.0,118.5
6473,18,457,245,Rafael Uribe Uribe,87.0,122.5
6474,18,458,252,Rafael Uribe Uribe,96.0,126.0
6475,18,459,258,Rafael Uribe Uribe,101.0,129.0
6476,18,460,264,Rafael Uribe Uribe,105.0,132.0
6477,18,461,272,Rafael Uribe Uribe,99.0,136.0
6478,18,462,278,Rafael Uribe Uribe,98.0,139.0
6479,18,463,257,Rafael Uribe Uribe,97.0,128.5
6480,18,464,264,Rafael Uribe Uribe,107.0,132.0
6481,18,465,268,Rafael Uribe Uribe,109.0,134.0
6482,18,466,270,Rafael Uribe Uribe,106.0,135.0
6483,18,467,272,Rafael Uribe Uribe,130.0,136.0
6484,18,468,277,Rafael Uribe Uribe,120.0,138.5
6485,18,469,278,Rafael Uribe Uribe,134.0,139.0
6486,18,470,287,Rafael Uribe Uribe,104.0,143.5
6487,18,471,291,Rafael Uribe Uribe,110.0,145.5
6488,18,472,295,Rafael Uribe Uribe,101.0,147.5
6489,18,473,299,Rafael Uribe Uribe,121.0,149.5
6490,18,474,301,Rafael Uribe Uribe,95.0,150.5
6491,18,475,305,Rafael Uribe Uribe,110.0,152.5
6492,18,476,309,Rafael Uribe Uribe,116.0,154.5
6493,18,477,301,Rafael Uribe Uribe,93.0,150.5
6494,18,478,305,Rafael Uribe Uribe,103.0,152.5
6495,18,479,305,Rafael Uribe Uribe,96.0,152.5
6496,18,480,309,Rafael Uribe Uribe,95.0,154.5
6497,18,481,309,Rafael Uribe Uribe,89.0,154.5
6498,18,482,312,Rafael Uribe Uribe,106.0,156.0
6499,18,483,313,Rafael Uribe Uribe,92.0,156.5
6500,18,484,332,Rafael Uribe Uribe,120.0,166.0
6501,18,485,332,Rafael Uribe Uribe,104.0,166.0
6502,18,486,336,Rafael Uribe Uribe,103.0,168.0
6503,18,487,340,Rafael Uribe Uribe,135.0,170.0
6822,19,427,162,Ciudad Bolívar,28.0,81.0
6823,19,428,165,Ciudad Bolívar,31.0,82.5
6824,19,429,170,Ciudad Bolívar,41.0,85.0
6825,19,430,173,Ciudad Bolívar,25.0,86.5
6826,19,431,178,Ciudad Bolívar,27.0,89.0
6827,19,432,183,Ciudad Bolívar,31.0,91.5
6828,19,433,189,Ciudad Bolívar,30.0,94.5
6829,19,434,193,Ciudad Bolívar,34.0,96.5
6830,19,435,202,Ciudad Bolívar,30.0,101.0
6831,19,436,208,Ciudad Bolívar,26.0,104.0
6832,19,437,216,Ciudad Bolívar,37.0,108.0
6833,19,438,221,Ciudad Bolívar,32.0,110.5
6834,19,439,228,Ciudad Bolívar,40.0,114.0
6835,19,440,235,Ciudad Bolívar,24.0,117.5
6836,19,441,243,Ciudad Bolívar,37.0,121.5
6837,19,442,250,Ciudad Bolívar,45.0,125.0
6838,19,443,258,Ciudad Bolívar,36.0,129.0
6839,19,444,266,Ciudad Bolívar,51.0,133.0
6840,19,445,274,Ciudad Bolívar,41.0,137.0
6841,19,446,283,Ciudad Bolívar,46.0,141.5
6842,19,447,293,Ciudad Bolívar,63.0,146.5
6843,19,448,300,Ciudad Bolívar,58.0,150.0
6844,19,449,318,Ciudad Bolívar,61.0,159.0
6845,19,450,328,Ciudad Bolívar,53.0,164.0
6846,19,451,338,Ciudad Bolívar,61.0,169.0
6847,19,452,349,Ciudad Bolívar,60.0,174.5
6848,19,453,361,Ciudad Bolívar,77.0,180.5
6849,19,454,373,Ciudad Bolívar,79.0,186.5
6850,19,455,386,Ciudad Bolívar,109.0,193.0
6851,19,456,385,Ciudad Bolívar,98.0,192.5
6852,19,457,398,Ciudad Bolívar,126.0,199.0
6853,19,458,410,Ciudad Bolívar,99.0,205.0
6854,19,459,419,Ciudad Bolívar,106.0,209.5
6855,19,460,430,Ciudad Bolívar,134.0,215.0
6856,19,461,442,Ciudad Bolívar,135.0,221.0
6857,19,462,453,Ciudad Bolívar,150.0,226.5
6858,19,463,417,Ciudad Bolívar,157.0,208.5
6859,19,464,428,Ciudad Bolívar,157.0,214.0
6860,19,465,432,Ciudad Bolívar,135.0,216.0
6861,19,466,440,Ciudad Bolívar,156.0,220.0
6862,19,467,442,Ciudad Bolívar,154.0,221.0
6863,19,468,447,Ciudad Bolívar,172.0,223.5
6864,19,469,452,Ciudad Bolívar,159.0,226.0
6865,19,470,467,Ciudad Bolívar,151.0,233.5
6866,19,471,473,Ciudad Bolívar,172.0,236.5
6867,19,472,478,Ciudad Bolívar,161.0,239.0
6868,19,473,484,Ciudad Bolívar,165.0,242.0
6869,19,474,490,Ciudad Bolívar,159.0,245.0
6870,19,475,496,Ciudad Bolívar,158.0,248.0
6871,19,476,502,Ciudad Bolívar,167.0,251.0
6872,19,477,488,Ciudad Bolívar,162.0,244.0
6873,19,478,495,Ciudad Bolívar,162.0,247.5
6874,19,479,496,Ciudad Bolívar,185.0,248.0
6875,19,480,499,Ciudad Bolívar,166.0,249.5
6876,19,481,503,Ciudad Bolívar,153.0,251.5
6877,19,482,507,Ciudad Bolívar,150.0,253.5
6878,19,483,508,Ciudad Bolívar,141.0,254.0
6879,19,484,537,Ciudad Bolívar,190.0,268.5
6880,19,485,541,Ciudad Bolívar,170.0,270.5
6881,19,486,545,Ciudad Bolívar,205.0,272.5
6882,19,487,551,Ciudad Bolívar,187.0,275.5
